order_id,order_date,category,product_name,quantity,unit_price,total_amount,state,customer_satisfaction,delivery_days
ORD-00112,2023-10-16,Beauty,Beauty_Product_4,2,111.2,222.4,New Jersey,3,6
ORD-00113,2024-01-14,Toys,Toys_Product_23,3,50.88,152.64,Washington,4,4
ORD-00114,2024-05-04,Electronics,Electronics_Product_29,4,1180.48,4721.92,New York,5,3
ORD-00115,2023-08-19,Electronics,Electronics_Product_29,2,365.75,731.5,Washington,2,3
ORD-00116,2023-02-10,Electronics,Electronics_Product_38,4,1972.32,7889.28,Ohio,3,9
ORD-00117,2023-01-28,Clothing,Clothing_Product_38,3,133.27,399.81,New Jersey,5,3
ORD-00118,2023-05-15,Clothing,Clothing_Product_4,1,40.88,40.88,New Jersey,4,5
ORD-00119,2023-07-20,Books,Books_Product_35,4,29.86,119.44,Georgia,5,5
ORD-00120,2023-02-02,Clothing,Clothing_Product_32,3,66.14,198.42,Arizona,5,5
ORD-00121,2023-02-17,Electronics,Electronics_Product_31,4,627.84,2511.36,Florida,4,4
ORD-00122,2024-05-17,Books,Books_Product_4,3,47.28,141.84,Arizona,4,7
ORD-00123,2024-02-11,Electronics,Electronics_Product_26,3,1593.25,4779.75,Illinois,4,6
ORD-00124,2024-07-27,Electronics,Electronics_Product_8,1,292.47,292.47,Georgia,4,3
ORD-00125,2024-12-28,Clothing,Clothing_Product_39,1,90.3,90.3,North Carolina,4,7
ORD-00126,2023-04-09,Beauty,Beauty_Product_15,4,123.09,492.36,Texas,3,4
ORD-00127,2024-11-14,Books,Books_Product_18,1,10.24,10.24,Virginia,4,4
ORD-00128,2024-12-26,Sports,Sports_Product_49,2,143.92,287.84,Texas,4,7
ORD-00129,2024-06-30,Sports,Sports_Product_21,2,81.09,162.18,Ohio,4,6
ORD-00130,2024-09-04,Electronics,Electronics_Product_49,3,1105.17,3315.51,North Carolina,3,6
ORD-00131,2024-04-06,Electronics,Electronics_Product_32,2,166.19,332.38,New Jersey,5,6
ORD-00132,2024-10-04,Electronics,Electronics_Product_29,3,778.93,2336.79,Massachusetts,4,3
ORD-00133,2023-01-05,Home & Kitchen,Home & Kitchen_Product_8,4,207.93,831.72,Georgia,1,9
ORD-00134,2023-08-06,Beauty,Beauty_Product_3,4,73.79,295.16,North Carolina,5,10
ORD-00135,2024-05-17,Home & Kitchen,Home & Kitchen_Product_10,1,70.07,70.07,New Jersey,2,7
ORD-00136,2024-02-02,Home & Kitchen,Home & Kitchen_Product_23,4,158.86,635.44,New Jersey,2,5
ORD-00137,2024-01-28,Books,Books_Product_14,1,47.7,47.7,Virginia,4,2
ORD-00138,2023-07-26,Electronics,Electronics_Product_32,4,381.25,1525.0,Massachusetts,4,4
ORD-00139,2023-01-15,Clothing,Clothing_Product_34,4,14.56,58.24,New York,3,3
ORD-00140,2024-07-07,Toys,Toys_Product_13,2,75.58,151.16,Illinois,3,1
ORD-00141,2024-04-05,Electronics,Electronics_Product_45,2,1254.18,2508.36,Texas,4,2
ORD-00142,2024-11-21,Clothing,Clothing_Product_11,4,23.82,95.28,New York,3,2
ORD-00143,2024-07-28,Toys,Toys_Product_43,1,71.86,71.86,Ohio,5,4
ORD-00144,2023-08-29,Books,Books_Product_28,4,40.96,163.84,Virginia,5,3
ORD-00145,2024-07-17,Home & Kitchen,Home & Kitchen_Product_38,3,268.11,804.33,Washington,3,9
ORD-00146,2023-04-06,Books,Books_Product_45,4,49.84,199.36,Arizona,4,3
ORD-00147,2024-04-29,Electronics,Electronics_Product_43,3,1901.08,5703.24,New Jersey,5,2
ORD-00148,2024-02-11,Clothing,Clothing_Product_21,2,188.35,376.7,North Carolina,3,3
ORD-00149,2023-08-19,Electronics,Electronics_Product_40,3,1162.06,3486.18,New York,4,3
ORD-00150,2024-10-16,Clothing,Clothing_Product_45,2,18.23,36.46,North Carolina,3,7
ORD-00151,2023-06-20,Sports,Sports_Product_20,2,163.69,327.38,Illinois,4,2
ORD-00152,2024-06-24,Beauty,Beauty_Product_41,4,91.9,367.6,Pennsylvania,2,5
ORD-00153,2023-02-05,Beauty,Beauty_Product_40,1,111.52,111.52,New York,4,4
ORD-00154,2024-06-08,Electronics,Electronics_Product_35,3,168.76,506.28,Arizona,3,4
ORD-00155,2023-06-09,Books,Books_Product_25,1,6.02,6.02,Texas,4,7
ORD-00156,2024-11-29,Books,Books_Product_1,3,24.34,73.02,Michigan,4,5
ORD-00157,2023-08-31,Electronics,Electronics_Product_25,2,403.29,806.58,Washington,3,7
ORD-00158,2023-03-27,Home & Kitchen,Home & Kitchen_Product_39,1,221.85,221.85,Massachusetts,3,5
ORD-00159,2024-07-31,Electronics,Electronics_Product_9,2,1444.05,2888.1,Massachusetts,4,5
ORD-00160,2024-11-12,Electronics,Electronics_Product_17,3,1733.79,5201.37,Massachusetts,3,2
ORD-00161,2024-07-10,Electronics,Electronics_Product_47,4,1428.68,5714.72,Texas,5,6
ORD-00162,2024-07-27,Sports,Sports_Product_8,4,299.15,1196.6,New York,3,7
ORD-00163,2024-10-07,Electronics,Electronics_Product_37,2,161.38,322.76,Michigan,3,2
ORD-00164,2023-01-28,Beauty,Beauty_Product_23,1,115.2,115.2,Ohio,3,1
ORD-00165,2024-09-11,Toys,Toys_Product_5,3,17.54,52.62,Ohio,3,2
ORD-00166,2024-07-09,Electronics,Electronics_Product_2,3,1933.0,5799.0,North Carolina,3,4
ORD-00167,2023-12-06,Sports,Sports_Product_35,3,196.97,590.91,Texas,3,7
ORD-00168,2023-11-27,Electronics,Electronics_Product_19,4,1503.17,6012.68,Arizona,3,2
ORD-00169,2024-10-01,Electronics,Electronics_Product_44,4,1633.55,6534.2,Ohio,4,6
ORD-00170,2024-05-20,Sports,Sports_Product_19,2,71.19,142.38,California,4,5
ORD-00171,2023-12-14,Electronics,Electronics_Product_17,3,571.46,1714.38,Massachusetts,4,10
ORD-00172,2024-04-17,Toys,Toys_Product_24,3,87.15,261.45,Texas,3,5
ORD-00173,2023-08-19,Toys,Toys_Product_11,1,39.53,39.53,Michigan,4,4
ORD-00174,2023-07-09,Electronics,Electronics_Product_14,2,658.52,1317.04,New York,4,5
ORD-00175,2023-08-13,Toys,Toys_Product_22,1,71.44,71.44,New Jersey,3,6
ORD-00176,2024-01-20,Sports,Sports_Product_4,1,217.41,217.41,New York,4,7
ORD-00177,2024-01-12,Beauty,Beauty_Product_23,2,49.54,99.08,North Carolina,4,4
ORD-00178,2023-10-10,Beauty,Beauty_Product_41,2,84.59,169.18,New Jersey,4,3
ORD-00179,2024-09-24,Books,Books_Product_14,3,40.69,122.07,Massachusetts,4,6
ORD-00180,2024-09-19,Books,Books_Product_23,1,21.33,21.33,Texas,4,6
ORD-00181,2023-09-16,Clothing,Clothing_Product_36,2,71.96,143.92,Ohio,4,3
ORD-00182,2023-12-25,Clothing,Clothing_Product_30,3,129.63,388.89,Florida,4,5
ORD-00183,2024-12-10,Home & Kitchen,Home & Kitchen_Product_29,1,42.24,42.24,Texas,4,1
ORD-00184,2024-03-31,Electronics,Electronics_Product_38,3,1765.83,5297.49,Arizona,5,9
ORD-00185,2024-02-15,Toys,Toys_Product_30,2,52.66,105.32,Washington,5,4
ORD-00186,2024-10-10,Home & Kitchen,Home & Kitchen_Product_49,1,395.76,395.76,New Jersey,4,4
ORD-00187,2023-11-14,Home & Kitchen,Home & Kitchen_Product_30,2,37.34,74.68,Pennsylvania,4,6
ORD-00188,2024-11-07,Clothing,Clothing_Product_41,1,92.7,92.7,Illinois,4,6
ORD-00189,2023-08-13,Electronics,Electronics_Product_22,1,1731.05,1731.05,Pennsylvania,4,3
ORD-00190,2023-08-22,Sports,Sports_Product_7,3,230.8,692.4,California,4,5
ORD-00191,2024-11-14,Electronics,Electronics_Product_43,1,282.32,282.32,New Jersey,2,5
ORD-00192,2024-10-25,Books,Books_Product_16,4,15.55,62.2,Texas,4,5
ORD-00193,2024-01-09,Electronics,Electronics_Product_13,2,585.29,1170.58,California,3,5
ORD-00194,2024-11-02,Clothing,Clothing_Product_30,3,164.86,494.58,Michigan,4,5
ORD-00195,2024-08-30,Home & Kitchen,Home & Kitchen_Product_40,4,494.59,1978.36,Pennsylvania,4,4
ORD-00196,2024-04-16,Electronics,Electronics_Product_29,1,1778.68,1778.68,Illinois,5,4
ORD-00197,2023-08-21,Home & Kitchen,Home & Kitchen_Product_6,1,18.39,18.39,Florida,3,3
ORD-00198,2024-11-22,Beauty,Beauty_Product_22,2,148.82,297.64,Massachusetts,3,5
ORD-00199,2023-04-23,Electronics,Electronics_Product_20,4,863.92,3455.68,Arizona,5,4
ORD-00200,2024-05-11,Home & Kitchen,Home & Kitchen_Product_18,1,275.47,275.47,Ohio,3,6
ORD-00201,2024-03-17,Toys,Toys_Product_22,2,38.84,77.68,New York,4,3
ORD-00202,2024-07-17,Books,Books_Product_16,3,19.68,59.04,Virginia,5,4
ORD-00203,2023-09-25,Clothing,Clothing_Product_10,2,12.51,25.02,New Jersey,5,5
ORD-00204,2024-05-24,Electronics,Electronics_Product_15,3,1781.97,5345.91,Texas,3,3
ORD-00205,2024-01-21,Clothing,Clothing_Product_2,4,153.36,613.44,Michigan,5,2
ORD-00206,2024-01-22,Electronics,Electronics_Product_20,1,1031.52,1031.52,California,4,6
ORD-00207,2023-04-23,Electronics,Electronics_Product_33,1,832.92,832.92,Ohio,3,6
ORD-00208,2024-09-04,Toys,Toys_Product_15,1,96.01,96.01,Florida,4,5
ORD-00209,2024-09-16,Electronics,Electronics_Product_33,4,275.86,1103.44,Ohio,4,8
ORD-00210,2023-03-22,Books,Books_Product_23,4,39.89,159.56,Washington,5,2
ORD-00211,2024-11-29,Electronics,Electronics_Product_31,1,1085.66,1085.66,Texas,4,6
ORD-00212,2023-04-23,Toys,Toys_Product_39,1,40.13,40.13,Michigan,5,2
ORD-00213,2023-01-02,Electronics,Electronics_Product_33,2,1393.18,2786.36,Michigan,3,5
ORD-00214,2024-10-03,Toys,Toys_Product_41,3,36.99,110.97,Massachusetts,5,8
ORD-00215,2023-08-08,Sports,Sports_Product_2,4,77.14,308.56,Massachusetts,5,4
ORD-00216,2024-07-19,Electronics,Electronics_Product_26,3,855.56,2566.68,California,3,2
ORD-00217,2023-08-13,Beauty,Beauty_Product_45,1,93.42,93.42,Georgia,3,2
ORD-00218,2024-01-20,Electronics,Electronics_Product_32,4,1110.75,4443.0,North Carolina,4,4
ORD-00219,2024-02-07,Electronics,Electronics_Product_29,4,649.97,2599.88,Georgia,4,8
ORD-00220,2024-09-29,Electronics,Electronics_Product_49,1,431.14,431.14,Washington,3,2
ORD-00221,2023-05-10,Clothing,Clothing_Product_44,2,105.38,210.76,North Carolina,5,8
ORD-00222,2023-02-22,Clothing,Clothing_Product_26,3,98.36,295.08,North Carolina,4,3
ORD-00223,2024-11-14,Books,Books_Product_2,2,48.27,96.54,California,3,1
ORD-00224,2024-12-30,Beauty,Beauty_Product_3,1,48.39,48.39,New Jersey,2,3
ORD-00225,2024-11-02,Sports,Sports_Product_16,2,121.71,243.42,Georgia,5,6
ORD-00226,2024-12-10,Beauty,Beauty_Product_39,2,69.66,139.32,Virginia,5,1
ORD-00227,2024-02-20,Books,Books_Product_26,4,13.39,53.56,Arizona,4,8
ORD-00228,2023-09-04,Clothing,Clothing_Product_4,2,15.1,30.2,Washington,3,4
ORD-00229,2024-03-14,Clothing,Clothing_Product_44,2,91.15,182.3,California,5,4
ORD-00230,2023-07-22,Books,Books_Product_48,4,35.63,142.52,Florida,4,9
ORD-00231,2023-07-03,Electronics,Electronics_Product_48,2,1955.7,3911.4,Virginia,4,2
ORD-00232,2023-05-03,Sports,Sports_Product_2,4,223.87,895.48,Florida,5,6
ORD-00233,2024-02-05,Clothing,Clothing_Product_36,3,74.91,224.73,Pennsylvania,3,5
ORD-00234,2023-10-21,Electronics,Electronics_Product_7,4,1640.7,6562.8,New York,2,8
ORD-00235,2023-10-07,Clothing,Clothing_Product_5,3,171.77,515.31,New Jersey,4,3
ORD-00236,2024-09-01,Clothing,Clothing_Product_15,3,41.44,124.32,New York,4,8
ORD-00237,2023-07-17,Electronics,Electronics_Product_38,1,1060.25,1060.25,Georgia,4,6
ORD-00238,2024-05-25,Toys,Toys_Product_46,1,49.19,49.19,Texas,4,6
ORD-00239,2023-05-24,Electronics,Electronics_Product_1,2,247.69,495.38,Virginia,4,6
ORD-00240,2024-08-31,Electronics,Electronics_Product_4,2,374.2,748.4,Texas,5,2
ORD-00241,2023-07-20,Sports,Sports_Product_11,2,54.0,108.0,Massachusetts,3,6
ORD-00242,2023-05-04,Electronics,Electronics_Product_36,4,1005.08,4020.32,Michigan,2,5
ORD-00243,2023-07-06,Sports,Sports_Product_14,4,72.02,288.08,Pennsylvania,4,3
ORD-00244,2023-11-22,Sports,Sports_Product_24,2,176.29,352.58,Ohio,4,4
ORD-00245,2024-04-08,Home & Kitchen,Home & Kitchen_Product_22,1,366.48,366.48,Virginia,4,5
ORD-00246,2023-12-15,Beauty,Beauty_Product_24,2,6.74,13.48,New York,5,5
ORD-00247,2024-10-21,Electronics,Electronics_Product_39,4,707.67,2830.68,Georgia,3,3
ORD-00248,2024-02-07,Home & Kitchen,Home & Kitchen_Product_46,2,51.32,102.64,North Carolina,3,3
ORD-00249,2023-12-12,Sports,Sports_Product_40,4,294.73,1178.92,Arizona,5,4
ORD-00250,2024-05-25,Clothing,Clothing_Product_18,3,18.58,55.74,Massachusetts,5,4
ORD-00251,2023-05-27,Clothing,Clothing_Product_18,2,127.18,254.36,Arizona,3,6
ORD-00252,2023-05-28,Clothing,Clothing_Product_49,4,30.26,121.04,New Jersey,3,4
ORD-00253,2024-12-11,Beauty,Beauty_Product_4,2,130.44,260.88,Michigan,5,6
ORD-00254,2024-05-03,Books,Books_Product_16,1,18.05,18.05,California,3,3
ORD-00255,2024-10-01,Electronics,Electronics_Product_5,2,159.64,319.28,Michigan,4,4
ORD-00256,2024-07-04,Home & Kitchen,Home & Kitchen_Product_12,1,168.93,168.93,Texas,4,1
ORD-00257,2023-12-04,Electronics,Electronics_Product_37,4,1089.01,4356.04,Ohio,4,6
ORD-00258,2024-10-02,Toys,Toys_Product_13,4,41.13,164.52,Illinois,3,5
ORD-00259,2024-04-17,Electronics,Electronics_Product_42,4,1265.84,5063.36,Georgia,3,3
ORD-00260,2023-05-31,Beauty,Beauty_Product_36,4,63.34,253.36,Illinois,5,2
ORD-00261,2024-02-19,Clothing,Clothing_Product_29,4,52.9,211.6,Illinois,3,5
ORD-00262,2023-10-25,Home & Kitchen,Home & Kitchen_Product_16,1,229.77,229.77,Arizona,3,5
ORD-00263,2024-09-02,Sports,Sports_Product_44,4,254.81,1019.24,Virginia,3,6
ORD-00264,2023-09-20,Clothing,Clothing_Product_28,4,178.2,712.8,Georgia,4,3
ORD-00265,2023-05-24,Electronics,Electronics_Product_42,2,1874.02,3748.04,Pennsylvania,3,7
ORD-00266,2023-12-12,Clothing,Clothing_Product_10,1,50.88,50.88,New Jersey,4,5
ORD-00267,2024-09-15,Sports,Sports_Product_10,2,106.89,213.78,Virginia,3,3
ORD-00268,2024-07-25,Toys,Toys_Product_3,3,67.85,203.55,North Carolina,5,4
ORD-00269,2023-01-02,Beauty,Beauty_Product_34,2,112.43,224.86,North Carolina,5,6
ORD-00270,2023-10-31,Home & Kitchen,Home & Kitchen_Product_42,1,309.98,309.98,Virginia,5,4
ORD-00271,2023-09-11,Electronics,Electronics_Product_48,2,974.9,1949.8,New Jersey,3,2
ORD-00272,2024-10-13,Electronics,Electronics_Product_4,3,1175.57,3526.71,California,5,3
ORD-00273,2024-03-28,Clothing,Clothing_Product_31,4,105.88,423.52,Massachusetts,4,5
ORD-00274,2023-02-06,Toys,Toys_Product_26,3,56.3,168.9,North Carolina,4,7
ORD-00275,2023-06-09,Sports,Sports_Product_30,3,144.2,432.6,Florida,4,5
ORD-00276,2023-01-09,Sports,Sports_Product_49,1,43.3,43.3,Virginia,4,7
ORD-00277,2023-08-21,Home & Kitchen,Home & Kitchen_Product_20,4,367.54,1470.16,Massachusetts,4,5
ORD-00278,2023-04-09,Beauty,Beauty_Product_13,4,79.33,317.32,New York,4,1
ORD-00279,2024-10-20,Clothing,Clothing_Product_19,2,43.38,86.76,Washington,5,5
ORD-00280,2023-07-27,Electronics,Electronics_Product_5,1,374.06,374.06,Ohio,4,4
ORD-00281,2023-05-11,Toys,Toys_Product_10,2,39.63,79.26,Pennsylvania,4,3
ORD-00282,2024-02-08,Clothing,Clothing_Product_39,4,19.53,78.12,Arizona,4,3
ORD-00283,2023-06-01,Electronics,Electronics_Product_40,1,204.47,204.47,Pennsylvania,4,2
ORD-00284,2023-02-23,Home & Kitchen,Home & Kitchen_Product_49,3,395.0,1185.0,Florida,4,6
ORD-00285,2023-04-30,Home & Kitchen,Home & Kitchen_Product_27,2,262.18,524.36,Illinois,4,5
